days_since_last_login,avg_catalogs_opened,products_in_tariff,manager_interactions,avg_time_in_product,total_products_purchased,support_satisfaction,days_until_sub_end,risk_score
73,5.6,2,6,37,6,1.7,273,5
6,2.3,4,0,119,4,4.4,304,2
160,4.6,5,1,20,1,4.4,101,4
150,1.1,2,6,119,2,1.9,41,8
84,2.6,2,7,17,1,2.3,262,5
146,4.0,4,3,90,3,3.8,170,4
111,4.7,3,5,27,3,4.0,207,4
124,9.8,1,9,40,7,3.6,314,4
146,8.2,3,2,47,6,5.0,48,4
35,7.5,3,6,54,6,4.5,59,4
28,5.6,2,2,118,2,2.7,5,6
81,8.5,2,6,78,5,2.3,147,5
1,3.7,2,7,85,1,3.4,286,0
128,7.2,5,2,98,1,4.3,210,4
46,9.9,5,1,17,3,2.9,149,5
147,3.5,1,5,34,1,4.0,84,4
10,6.9,2,3,61,2,1.1,159,1
129,8.5,4,7,114,4,4.7,46,4
118,9.2,2,1,34,6,4.1,161,4
139,7.3,5,3,75,3,2.6,154,5
19,3.2,2,1,14,6,2.5,229,7
4,3.6,5,1,103,6,1.4,299,1
36,0.7,2,1,70,6,4.3,157,7
165,7.7,4,0,98,4,4.1,160,6
136,0.9,1,3,87,1,3.5,246,7
52,8.7,4,1,43,5,1.4,55,5
171,1.6,5,8,41,6,2.0,150,8
98,2.1,3,8,7,2,2.8,298,7
85,5.0,4,6,93,6,2.1,53,5
107,7.5,2,5,38,6,2.7,222,5
23,1.8,1,2,90,1,1.9,253,8
80,4.7,2,6,42,7,2.4,67,5
157,5.1,2,0,18,2,3.6,52,6
119,2.5,4,8,68,1,4.6,244,4
58,1.6,1,3,43,6,2.5,39,8
127,8.4,3,5,58,7,3.8,341,4
113,5.3,2,5,6,1,1.5,350,7
114,0.6,1,2,100,1,3.2,137,7
13,8.1,3,3,47,3,4.7,265,0
8,9.8,2,9,57,4,1.1,137,1
39,6.3,1,2,7,7,2.1,291,7
24,5.3,4,5,45,5,1.5,209,5
102,8.8,2,0,12,7,3.1,171,8
21,9.5,2,7,94,4,3.7,184,4
3,7.7,1,7,100,4,1.2,298,1
153,4.7,2,8,79,2,1.3,239,5
28,6.1,3,5,118,3,4.5,210,4
108,7.2,2,0,67,3,2.8,362,7
97,2.3,5,2,69,1,2.9,150,5
36,4.7,3,0,83,4,4.8,123,6
74,8.4,1,4,8,7,2.3,48,7
69,6.7,3,2,72,5,4.6,123,4
145,4.4,5,1,96,2,4.9,67,4
127,6.8,5,2,14,7,2.0,357,7
84,1.6,2,8,79,3,3.1,230,7
41,4.3,2,7,54,1,3.1,345,4
99,8.0,4,2,27,5,4.5,8,4
40,2.6,3,1,65,4,2.2,265,5
165,2.3,4,4,51,7,4.2,124,4
33,9.5,5,0,7,5,4.9,320,8
16,2.5,2,3,107,3,4.4,111,4
164,3.0,2,7,107,2,4.6,327,4
152,9.7,2,0,21,7,3.8,329,6
121,7.5,1,4,26,4,4.6,53,4
75,7.1,5,3,95,2,1.7,88,5
86,8.6,2,5,20,6,3.8,94,4
116,1.6,5,6,84,5,3.9,358,7
105,7.2,2,8,108,5,2.8,249,5
85,5.3,3,0,7,1,1.3,316,9
26,8.4,5,9,56,4,3.5,165,4
56,5.3,4,3,115,5,1.2,226,5
30,6.4,1,5,37,3,2.5,135,5
133,5.0,4,9,46,6,2.6,64,5
167,5.0,5,6,6,3,5.0,4,7
97,7.8,2,6,43,2,2.2,119,5
11,6.5,5,7,50,6,4.3,218,0
52,6.5,1,9,52,6,1.2,364,5
137,4.8,5,7,31,3,3.1,42,4
172,5.5,2,7,19,5,3.1,187,4
144,7.6,4,7,11,3,3.5,25,6
153,8.3,3,7,113,4,4.2,266,4
121,7.1,4,5,61,2,4.0,161,4
45,9.3,2,8,46,7,4.0,232,4
63,8.3,2,2,13,6,2.7,129,7
129,5.8,1,5,109,4,3.9,20,4
53,6.9,5,4,10,5,3.0,127,6
106,9.3,5,7,61,5,1.3,75,5
50,6.4,4,3,80,3,4.6,72,4
35,8.3,3,3,34,1,4.6,232,4
114,7.0,3,9,59,6,2.3,342,5
25,5.7,1,9,88,6,4.7,105,4
28,2.8,2,4,88,1,4.0,8,4
148,4.5,1,5,58,5,2.6,118,5
10,9.7,5,3,114,5,2.3,49,1
39,6.7,2,1,31,7,4.9,9,4
10,5.9,1,1,88,7,3.9,112,0
163,9.4,4,2,63,6,2.5,265,5
112,6.1,5,1,11,7,3.6,77,6
38,5.5,3,0,44,7,3.3,35,6
53,7.7,1,7,108,2,3.1,201,4
97,7.3,5,4,98,6,3.6,311,4
54,2.3,5,9,76,5,3.2,117,4
110,5.0,3,0,6,5,3.6,189,8
151,5.0,3,8,18,7,4.6,241,4
149,4.1,3,7,14,2,5.0,292,6
68,5.4,1,3,54,7,3.8,168,4
55,4.4,3,7,22,7,4.7,229,4
32,2.4,4,9,22,4,4.4,47,4
35,4.4,5,6,20,4,2.2,149,5
147,1.2,3,6,56,2,4.7,342,7
80,6.0,5,0,73,2,1.3,207,7
108,8.6,2,5,56,4,2.3,60,5
153,7.4,2,3,35,4,3.6,330,4
72,3.9,3,9,105,4,3.1,116,4
39,1.3,5,9,88,4,3.2,238,7
16,2.4,2,9,27,6,4.2,354,4
128,5.7,3,1,100,6,1.8,47,5
60,2.5,5,9,46,7,4.9,244,4
170,5.7,3,6,85,3,2.7,292,5
103,2.7,5,8,66,7,4.8,4,5
41,8.6,2,4,81,2,2.5,99,5
24,4.3,3,7,117,1,3.4,204,4
38,2.8,2,4,54,3,2.8,179,5
34,8.2,3,6,81,1,3.7,16,4
130,3.8,1,6,85,1,1.7,89,5
107,1.6,2,8,19,5,2.6,107,8
171,5.9,2,2,94,2,1.3,189,5
178,6.0,4,0,48,6,3.4,179,6
101,7.3,2,1,96,3,4.9,248,4
97,2.8,5,5,46,7,1.2,250,5
11,4.7,3,9,49,2,3.6,19,0
18,3.2,1,9,98,4,4.1,358,4
100,1.3,5,8,111,2,1.9,96,8
43,8.8,5,2,39,1,2.1,221,5
48,7.4,5,9,26,6,1.8,143,5
16,3.4,5,1,78,4,2.2,6,6
73,6.2,1,0,79,2,1.4,349,7
56,2.4,4,1,42,2,2.5,321,5
54,9.0,2,2,101,6,2.5,267,5
46,1.6,5,6,74,1,4.2,295,7
11,0.5,2,1,68,7,4.2,0,4
61,5.3,2,4,105,4,4.2,57,4
79,6.0,5,1,11,1,3.3,263,6
82,6.0,4,6,48,6,2.3,89,5
7,1.0,2,9,80,2,2.6,74,4
148,3.5,3,7,11,7,2.3,340,7
80,5.2,2,7,70,3,3.3,260,4
117,2.6,5,7,64,3,4.8,281,4
24,8.8,1,9,5,5,2.1,340,7
88,1.3,2,8,66,3,2.8,328,8
11,5.1,4,0,91,6,3.6,356,2
142,7.1,3,0,93,6,4.4,242,6
58,3.0,3,9,22,6,2.0,321,5
153,6.4,1,1,112,4,2.1,118,5
108,8.4,1,5,11,5,4.5,46,6
25,2.3,2,0,119,4,1.3,167,7
46,9.2,5,4,58,7,3.4,347,4
31,5.8,4,4,71,3,4.4,26,4
9,3.3,3,3,97,7,4.7,295,0
15,4.6,1,4,14,3,1.1,0,8
144,3.5,4,0,65,2,2.5,173,7
150,7.4,5,5,63,4,2.0,166,5
25,8.1,3,6,63,1,3.3,17,4
85,8.4,3,7,111,7,3.5,90,4
134,9.9,5,1,73,2,5.0,302,4
13,8.0,3,6,67,4,3.1,201,0
78,6.2,5,5,102,6,3.2,20,4
116,3.7,3,8,12,5,2.7,155,7
6,5.7,2,7,82,7,1.6,13,1
136,0.9,5,3,108,4,2.2,19,8
114,7.6,4,8,59,5,2.0,243,5
175,4.7,2,0,10,7,4.2,172,8
71,0.7,4,5,5,5,3.2,121,9
58,1.1,3,7,60,7,2.2,183,8
81,4.2,4,3,101,3,3.0,307,4
115,6.0,2,1,108,1,1.9,67,5
166,4.9,5,1,79,7,1.7,292,5
145,6.4,1,9,118,4,4.4,337,4
102,5.1,4,0,92,1,4.8,158,6
16,6.8,1,4,14,5,1.3,48,7
13,2.6,4,5,112,3,4.1,180,0
158,1.6,4,3,27,7,2.8,294,8
151,6.2,5,3,20,1,2.6,347,5
107,5.1,3,4,105,2,3.8,140,4
44,0.8,2,4,20,5,2.1,17,8
97,4.1,2,8,60,2,1.1,139,5
130,1.5,2,7,112,6,1.9,71,8
36,5.5,3,8,99,1,1.7,241,5
170,4.3,1,2,10,1,1.1,260,7
167,6.3,2,2,34,1,2.3,262,5
107,8.2,1,0,67,6,2.9,142,7
38,3.3,3,9,105,4,3.9,194,4
14,9.6,3,5,5,5,2.3,145,3
119,5.6,5,3,55,5,1.8,293,5
3,6.4,2,7,110,7,1.9,25,1
92,7.0,5,1,93,7,4.6,58,4
152,6.8,2,1,50,7,1.8,51,5
140,5.4,3,6,25,5,4.5,148,4
160,4.6,3,4,103,4,2.8,106,5
15,1.0,4,0,42,1,4.7,317,9
169,0.7,4,6,73,1,2.6,58,8
107,3.9,3,6,67,6,1.7,257,5
125,3.7,3,9,117,2,3.2,280,4
54,4.2,1,5,54,4,3.4,18,4
169,1.8,1,3,16,3,3.5,165,7
33,7.5,5,7,73,4,2.6,24,5
157,8.6,4,1,77,6,1.2,3,6
12,9.4,4,1,48,2,3.5,2,1
140,5.2,3,1,56,2,4.7,361,4
17,7.2,3,2,13,7,4.8,26,6
159,8.6,5,5,103,7,3.4,345,4
95,4.5,4,0,69,2,1.1,218,7
122,3.4,1,1,115,1,1.4,43,5
38,9.4,2,9,14,3,4.3,211,6
45,5.4,5,1,50,2,4.3,51,4
28,5.2,2,0,107,5,4.8,152,6
61,2.2,1,2,104,1,3.3,201,4
15,1.5,1,9,62,3,4.5,320,7
120,8.5,2,6,41,5,4.3,10,4
9,6.3,5,0,56,3,3.4,67,2
157,3.6,2,6,116,6,4.1,226,4
152,2.3,5,4,103,3,1.5,120,5
102,5.8,5,8,85,5,3.6,332,4
83,6.0,3,1,17,4,4.8,14,4
132,2.5,4,0,10,3,1.6,56,9
64,8.6,4,8,62,4,4.0,329,4
176,1.3,1,7,105,3,2.3,63,8
2,3.9,3,9,52,6,4.3,229,0
172,7.0,4,5,36,5,3.8,10,4
141,3.1,5,4,15,3,4.7,120,4
119,8.4,5,7,85,2,3.8,223,4
157,7.5,2,7,9,6,2.6,224,7
67,8.0,2,4,10,2,1.0,124,7
145,1.6,5,6,78,6,4.2,147,7
36,1.8,5,0,101,6,2.6,227,10
152,3.2,2,3,98,7,3.7,29,4
175,5.4,4,1,25,3,1.4,9,5
72,7.6,1,9,46,5,4.6,53,4
142,8.4,2,2,85,7,2.7,185,5
48,7.2,4,0,31,5,4.7,206,6
120,9.3,4,1,7,1,3.8,254,6
87,7.5,4,0,64,5,1.5,156,7
139,3.4,3,7,97,4,3.3,128,4
36,3.0,3,3,70,3,4.6,57,4
60,7.1,4,2,97,2,4.2,194,4
170,2.3,5,0,53,5,2.7,75,7
123,1.4,3,1,104,2,4.8,88,7
38,5.6,2,2,38,1,2.1,353,5
62,8.3,3,2,41,3,2.5,80,5
45,1.5,5,5,46,5,4.0,185,7
87,8.0,1,9,69,7,1.9,325,5
10,8.2,3,7,64,2,3.1,267,0
61,5.1,4,5,94,7,3.9,78,4
76,1.0,4,1,5,6,3.6,144,9
152,2.2,4,1,63,7,1.6,128,5
51,7.2,1,6,8,5,3.5,13,6
3,7.3,5,0,107,1,3.3,118,2
58,9.0,2,0,18,7,3.2,1,7
71,6.0,5,6,114,6,4.3,3,5
147,1.7,1,8,22,2,1.7,243,8
92,1.7,4,4,38,2,4.0,65,7
62,7.4,5,0,5,3,4.0,245,8
53,2.2,2,4,57,7,3.9,89,4
116,3.6,4,0,26,7,3.0,177,6
109,5.1,2,9,84,3,2.6,59,5
73,0.7,3,8,65,2,2.6,231,8
106,2.9,2,3,26,6,3.9,352,4
56,4.4,4,8,54,7,3.0,175,4
168,3.2,3,1,20,3,2.4,166,5
2,1.8,4,6,32,2,3.5,197,3
119,7.4,4,1,96,6,4.3,59,4
5,8.2,3,3,90,4,1.2,82,1
4,2.9,2,5,74,5,4.9,73,0
4,7.9,1,1,93,7,1.4,310,1
53,4.2,1,1,46,4,3.0,25,4
46,5.3,1,1,70,4,3.2,242,4
176,8.6,1,2,75,5,1.6,322,5
8,7.6,5,4,85,2,4.7,115,0
98,8.1,1,8,39,2,2.9,322,5
19,1.8,3,5,24,3,1.6,179,8
121,1.2,1,8,112,1,3.8,261,7
60,9.0,4,9,6,2,3.7,113,6
122,4.2,1,4,11,5,4.9,265,6
162,3.2,2,5,100,1,2.8,37,5
177,7.4,3,9,53,5,2.1,76,5
81,8.4,3,7,87,5,1.2,101,5
61,8.7,5,2,80,5,3.9,11,4
144,3.5,4,1,13,7,3.5,301,6
2,8.6,3,2,31,7,4.9,48,0
159,0.9,2,8,82,1,3.8,253,7
12,1.0,1,5,6,4,4.7,346,5
119,6.4,3,9,89,7,5.0,248,4
124,1.1,2,3,72,6,2.7,71,8
88,3.6,1,9,64,5,1.6,196,5
72,6.9,5,2,119,7,1.8,252,5
67,3.7,3,1,89,3,2.3,357,5
141,2.2,3,3,116,2,3.0,298,4
100,3.2,2,8,90,6,1.5,221,5
97,4.8,4,3,53,2,2.2,59,5
10,5.0,5,4,6,2,2.2,356,3
104,7.9,4,7,21,1,1.0,156,5
66,7.6,3,1,87,3,2.4,341,5
122,4.8,4,2,108,3,1.5,201,5
28,8.5,1,5,92,6,2.7,266,5
136,1.6,5,6,24,3,1.8,34,8
152,2.9,4,3,106,3,4.3,254,4
75,8.4,1,0,80,3,1.3,22,7
169,4.1,2,6,93,6,4.5,164,4
8,9.8,4,8,91,4,3.3,27,0
39,4.9,5,0,118,3,2.8,350,7
24,8.0,1,0,102,7,3.2,313,6
4,4.3,4,0,36,3,2.5,52,3
138,4.5,2,9,55,1,1.5,283,5
123,4.1,4,6,92,1,4.1,297,4
37,7.3,1,8,46,7,4.7,84,4
71,5.7,4,2,67,3,4.8,348,4
132,9.5,5,7,93,4,3.7,123,4
175,2.9,3,8,65,3,2.6,206,5
89,1.5,1,2,66,7,2.9,164,8
145,4.2,1,2,7,3,3.6,46,6
36,6.4,1,0,93,3,4.3,155,6
59,8.7,1,1,96,5,2.5,265,5
175,3.8,4,6,80,4,4.7,278,4
27,6.7,5,2,30,2,2.3,4,6
80,3.8,2,6,52,7,3.1,81,4
113,6.4,5,4,112,3,4.8,118,4
39,8.9,1,9,12,7,4.8,261,6
44,2.7,4,7,9,2,3.8,124,6
61,4.3,4,4,15,4,2.3,302,5
92,9.9,1,2,46,7,1.9,214,5
114,8.8,4,8,103,3,1.3,27,5
66,5.9,1,6,95,2,3.8,268,4
55,5.4,5,4,45,7,3.0,24,4
39,3.2,3,6,112,6,3.3,6,5
97,5.4,4,9,106,2,2.9,193,5
39,8.6,1,8,23,4,2.9,79,5
90,7.0,1,4,52,3,3.3,321,4
32,3.3,4,6,57,5,4.7,35,4
5,2.4,2,8,59,4,1.1,257,1
146,3.0,1,0,65,5,4.2,112,6
79,2.1,4,3,36,3,2.6,293,5
167,1.4,1,0,50,2,4.0,201,9
91,4.5,2,7,96,6,4.8,13,4
96,1.6,3,2,40,6,2.2,154,8
58,2.1,2,1,22,7,1.4,84,5
58,5.7,5,3,78,4,1.9,139,5
47,2.1,4,2,100,4,1.9,96,5
168,1.1,2,4,22,4,4.0,184,7
12,3.5,3,7,16,1,1.2,341,1
106,2.6,1,9,119,6,1.2,357,5
44,5.4,4,7,76,6,3.8,188,4
88,1.5,2,6,101,3,3.2,81,7
169,7.6,3,7,50,1,2.7,299,5
99,9.1,2,4,59,4,3.3,179,4
154,7.6,5,9,42,4,3.9,348,4
165,5.6,4,9,82,5,1.4,104,5
6,8.7,1,5,6,7,3.2,209,2
132,7.1,3,7,13,1,4.3,328,6
44,0.6,2,0,112,7,2.4,248,10
57,4.2,4,5,9,2,4.1,71,6
30,8.6,2,5,102,7,4.4,160,4
22,3.8,4,4,23,6,4.3,132,4
169,0.8,5,3,75,3,3.6,239,7
137,7.6,2,0,43,2,3.9,77,6
159,8.1,5,9,46,2,4.2,57,4
106,2.0,3,7,21,3,3.9,124,4
157,5.6,5,5,67,4,2.8,10,5
38,2.3,4,2,94,6,1.6,26,5
158,7.3,3,2,50,5,2.2,206,5
81,3.1,2,5,95,4,1.8,221,5
99,3.5,2,6,111,7,2.4,311,5
1,8.5,4,7,96,4,3.0,249,0
76,5.0,1,4,24,1,4.8,314,4
11,6.9,1,9,74,2,4.8,207,0
38,4.3,2,5,12,2,4.1,108,6
12,3.3,4,0,100,6,4.9,295,2
45,6.4,1,5,23,7,5.0,60,4
154,2.0,5,8,36,2,4.5,121,4
112,4.0,2,9,23,5,1.3,238,5
16,2.5,5,3,28,5,2.7,105,5
103,7.1,4,9,28,7,3.1,278,4
97,9.5,5,0,60,5,1.5,35,7
87,10.0,1,8,85,3,4.2,37,4
108,4.8,1,3,22,7,1.6,71,5
162,2.9,3,1,16,6,2.5,55,5
69,4.7,2,0,45,5,1.3,166,7
157,8.5,4,2,91,1,3.1,220,4
73,2.5,2,6,52,1,3.4,75,4
62,9.5,5,9,86,4,3.9,209,4
155,3.7,4,1,68,4,2.4,210,5
59,9.9,4,8,20,6,3.4,227,4
78,8.5,1,1,84,7,3.9,224,4
36,8.2,5,4,104,4,4.0,253,4
21,3.5,1,7,27,4,2.2,155,5
147,0.6,1,9,90,1,1.3,362,8
95,4.1,3,7,43,4,1.2,148,5
67,3.4,1,2,37,1,4.1,317,4
16,0.9,2,1,28,5,2.5,278,8
11,5.3,4,8,65,5,1.5,230,1
149,4.3,1,2,59,6,1.7,189,5
144,6.5,2,7,65,3,4.1,224,4
137,6.4,5,1,88,4,3.4,64,4
117,1.6,4,2,101,5,3.0,107,7
21,9.8,5,0,99,5,3.5,79,6
119,2.3,2,5,44,7,1.5,132,5
49,4.7,5,6,62,6,2.3,173,5
13,5.1,5,3,76,2,2.5,63,1
174,8.2,5,0,78,2,2.3,209,7
28,1.4,1,2,5,6,4.5,296,9
163,4.6,1,8,89,1,3.3,97,4
179,6.5,1,4,29,3,3.9,171,4
124,2.5,4,5,100,7,1.9,88,5
6,6.5,2,3,57,7,2.1,361,1
28,9.3,1,0,65,6,1.9,225,7
138,10.0,5,4,50,2,3.8,142,4
32,0.8,5,4,114,3,2.4,195,8
133,2.7,5,4,78,5,2.6,178,5
110,3.4,5,5,64,6,3.8,53,4
78,4.3,3,1,55,1,4.9,195,4
159,2.8,4,0,116,3,1.6,216,7
178,2.4,2,1,77,2,1.3,332,5
57,9.6,2,9,88,5,1.8,297,5
25,9.2,1,5,52,6,3.9,24,4
173,0.9,3,4,88,7,1.8,66,8
28,3.7,2,4,44,4,3.3,162,4
3,4.3,4,5,11,7,3.4,111,2
98,2.8,5,9,79,7,2.2,328,5
140,6.5,1,6,89,5,1.3,205,5
38,6.6,4,8,106,2,2.6,136,5
14,8.6,2,6,115,6,1.7,278,1
118,7.5,3,1,23,2,1.7,164,5
28,5.7,1,5,114,4,3.1,270,4
156,6.7,2,8,19,7,3.7,227,4
74,3.1,1,6,74,5,1.3,126,5
115,6.1,2,1,65,3,3.3,269,4
31,5.1,5,2,60,3,2.0,307,5
129,1.8,3,7,14,5,3.7,247,9
174,2.8,5,8,50,3,4.2,339,4
83,3.3,2,3,84,7,4.2,35,4
21,9.3,4,8,113,6,2.5,154,5
26,2.7,5,1,79,5,3.3,144,4
80,3.2,4,4,61,5,4.2,259,4
125,4.0,2,1,39,2,1.2,18,5
91,6.8,3,0,76,1,3.4,57,6
20,1.6,4,4,96,2,4.3,262,7
46,9.6,2,1,7,3,2.5,35,7
100,8.7,4,6,70,1,2.8,210,5
83,6.0,5,7,57,5,3.8,331,4
5,6.9,2,1,82,3,1.3,147,1
146,0.7,5,6,56,4,2.5,101,8
130,3.7,1,3,97,3,2.2,75,5
0,8.1,2,0,57,1,1.1,67,3
57,1.2,4,2,58,1,1.8,65,8
123,3.2,1,0,51,5,2.6,302,7
165,6.1,5,4,7,6,1.8,221,7
14,2.9,5,7,69,4,3.4,150,0
161,9.4,4,0,19,5,2.8,273,7
162,1.7,1,8,88,4,1.2,277,8
63,8.1,3,2,90,4,2.1,67,5
24,5.3,4,4,38,5,1.1,234,5
23,7.6,5,8,54,7,2.4,202,5
11,3.5,2,4,37,3,2.0,232,1
17,5.4,1,8,77,2,3.8,162,4
14,8.6,3,9,7,4,2.2,97,3
26,4.9,2,7,6,7,2.5,8,7
71,3.9,1,6,8,1,3.9,248,6
59,5.6,4,0,20,5,2.9,226,7
173,7.3,4,3,58,6,3.2,240,4
144,4.7,1,8,37,7,4.4,74,4
92,9.4,3,9,13,3,1.8,16,7
52,3.3,1,7,61,7,5.0,50,4
7,5.0,2,3,44,4,4.6,227,0
78,7.7,2,0,106,6,2.1,193,7
26,7.0,4,9,56,7,4.6,279,4
173,8.7,1,3,86,3,4.0,237,4
49,10.0,4,2,20,7,4.7,270,4
130,4.6,3,5,12,5,3.8,156,6
92,1.6,2,4,91,6,3.7,253,7
171,0.8,5,4,64,1,1.0,307,8
23,7.4,5,1,40,4,2.9,309,5
59,8.8,1,2,7,4,1.8,313,7
121,2.6,1,5,19,6,2.3,300,5
130,2.0,5,1,106,3,4.9,117,4
147,1.1,1,3,101,5,1.3,332,8
45,8.3,2,1,86,7,3.9,49,4
14,3.5,3,8,27,7,1.7,277,1
152,4.3,3,2,111,2,1.0,51,5
16,5.3,4,9,7,4,3.0,180,6
125,8.5,2,9,34,7,1.6,30,5
83,6.7,1,5,49,1,4.9,326,4
8,6.3,1,0,21,4,1.8,245,3
165,2.2,4,9,118,4,1.8,89,5
175,5.4,4,2,62,2,1.1,30,5
62,7.3,1,7,62,2,2.3,101,5
116,9.7,1,4,100,5,1.1,229,5
129,2.4,2,7,114,7,3.0,96,4
87,0.6,4,1,61,7,3.0,66,7
71,1.2,2,6,11,4,1.2,191,10
138,4.1,1,8,43,4,2.0,210,5
63,8.3,5,6,82,3,4.3,136,4
71,0.6,5,2,62,3,2.9,338,8
20,4.8,1,6,60,7,2.7,183,5
17,3.6,4,7,19,6,3.8,55,4
63,1.0,5,0,48,6,3.9,249,9
81,4.8,4,2,16,1,4.0,281,4
109,2.9,5,4,12,7,4.3,59,6
94,3.8,4,5,84,7,1.9,127,5
165,7.2,5,2,45,7,1.3,204,5
31,5.5,4,3,38,1,2.5,213,5
10,1.7,2,4,50,3,4.4,126,3
44,9.6,4,2,92,6,1.3,71,5
32,6.5,2,3,33,7,3.3,215,4
101,7.8,2,4,20,1,3.8,89,4
168,1.3,1,1,9,4,2.9,313,10
135,0.9,2,9,9,6,2.0,232,10
10,0.7,3,8,34,2,2.3,232,4
178,2.3,2,9,54,6,1.3,62,5
87,4.4,4,7,118,4,2.2,246,5
40,9.4,2,5,9,3,1.2,134,7
144,4.8,4,9,111,5,3.9,1,5
75,3.3,4,2,17,5,4.6,160,4
120,5.8,3,1,103,3,3.5,139,4
45,1.6,2,6,53,4,3.6,303,7
159,6.3,2,7,93,1,2.9,308,5
79,5.9,5,9,54,6,1.6,201,5
53,8.0,5,0,18,6,1.0,124,7
85,9.9,1,5,112,1,2.4,346,5
91,2.9,4,6,50,5,4.0,81,4
147,5.3,3,8,94,7,4.8,323,4
160,9.1,5,2,86,7,2.7,163,5
167,8.0,2,1,88,3,2.5,349,5
159,5.1,1,4,38,7,2.8,239,5
96,9.5,3,9,75,3,2.7,212,5
1,1.0,2,0,51,7,3.5,148,5
32,9.3,2,5,64,2,3.9,71,4
157,1.0,4,8,78,5,4.1,102,7
160,5.7,4,9,83,3,3.6,182,4
76,9.0,5,8,85,2,2.8,183,5
115,3.0,5,6,15,1,4.8,12,4
153,5.0,2,6,102,5,3.8,231,4
149,3.6,2,7,95,5,2.7,149,5
102,9.5,5,9,89,3,2.8,262,5
165,8.3,5,1,99,3,4.3,23,4
102,7.2,2,5,54,4,2.8,188,5
89,6.1,3,4,8,7,3.1,132,6
173,8.3,2,4,45,1,2.2,49,5
121,4.2,3,2,63,1,4.4,182,4
142,4.8,3,2,64,6,3.1,25,4
105,7.4,2,5,117,2,3.2,137,4
118,3.9,1,9,85,2,4.5,10,4
171,1.1,5,9,117,4,4.7,295,7
48,1.2,4,6,66,6,4.3,101,7
103,1.6,2,0,116,1,1.3,10,10
60,8.8,3,2,88,7,2.8,111,5
122,5.0,2,0,29,7,2.4,93,7
133,7.3,5,9,108,7,1.9,259,5
8,4.2,3,2,91,7,4.6,257,0
5,3.0,4,4,83,2,4.6,166,0
72,3.8,4,8,37,1,2.9,208,5
102,8.0,4,2,23,7,1.5,44,5
159,6.4,1,9,61,1,1.1,329,5
40,9.4,3,9,19,6,2.8,204,5
113,7.0,3,8,45,2,1.2,358,5
7,5.9,1,0,73,3,3.4,41,2
71,6.3,3,5,84,3,3.4,284,4
177,9.5,1,8,64,6,4.6,99,4
91,8.0,2,4,113,2,1.8,355,5
61,0.7,5,9,116,4,2.5,271,8
83,5.6,4,1,100,5,4.4,5,5
61,7.0,1,4,26,6,2.9,41,5
110,7.6,1,0,47,1,1.2,355,7
126,2.5,1,8,36,6,1.4,252,5
6,8.7,2,9,17,5,4.3,75,0
83,9.6,1,9,42,6,4.0,41,4
131,2.7,5,8,30,2,4.5,350,4
133,8.9,5,5,85,1,1.5,267,5
57,1.4,4,8,9,5,4.0,216,9
21,1.0,2,2,53,7,3.6,63,7
153,1.7,5,3,101,3,1.9,178,8
126,1.0,3,5,95,4,4.9,28,7
2,8.5,3,3,9,6,3.3,274,2
126,1.1,3,0,105,6,4.6,215,9
40,3.1,1,6,75,5,4.4,352,4
105,1.5,1,4,52,4,2.3,300,8
13,3.3,3,7,22,6,3.1,53,0
11,1.4,4,8,99,3,2.7,79,4
86,6.8,4,4,10,5,3.8,193,6
11,1.8,1,7,70,2,3.4,199,3
140,8.6,3,0,81,1,4.1,12,6
24,8.3,4,0,46,3,1.0,221,7
44,0.6,1,6,56,4,3.8,192,7
121,9.0,3,5,15,4,2.3,326,5
146,0.8,2,4,30,3,1.9,239,8
54,2.8,3,4,25,7,4.2,269,4
99,0.8,3,8,70,2,1.4,297,8
172,3.7,5,0,44,6,1.9,98,7
135,5.4,5,7,60,2,1.8,219,5
118,8.1,2,1,55,6,2.7,331,5
52,3.7,2,6,24,6,2.3,103,5
31,7.2,3,5,85,4,3.9,64,4
50,2.3,4,9,84,6,3.8,144,4
43,7.6,2,1,61,3,2.3,37,5
81,2.7,3,2,110,7,2.7,27,5
145,1.9,1,3,9,6,1.8,288,10
149,2.3,5,6,18,3,3.7,236,4
36,2.2,4,7,28,1,2.6,125,5
95,5.4,3,1,119,4,1.5,325,5
55,8.5,1,7,72,2,1.5,84,5
104,1.3,5,8,56,5,2.3,236,8
58,7.2,1,6,52,2,4.0,245,4
130,6.7,3,0,92,2,1.1,265,7
155,8.8,2,5,51,7,2.0,248,5
34,2.8,5,7,64,5,1.6,291,5
92,4.8,1,4,77,7,4.8,204,4
96,9.3,2,1,7,4,3.8,227,6
134,6.8,4,4,13,6,1.9,239,7
75,4.2,3,7,86,1,1.8,72,5
48,1.7,3,1,104,2,4.4,158,7
93,3.0,5,0,87,7,1.8,211,7
158,6.0,1,3,28,6,5.0,135,4
23,7.3,4,3,8,2,2.1,282,7
147,1.7,5,8,13,4,1.3,163,10
36,6.2,5,2,101,4,3.8,136,4
3,5.7,1,3,5,3,3.4,170,2
107,5.4,4,2,119,4,5.0,151,4
125,7.1,1,1,39,4,4.2,164,4
19,8.5,3,3,78,2,2.7,296,5
151,3.6,2,7,16,1,3.7,103,4
49,8.9,3,0,22,7,4.3,221,6
176,2.0,3,7,82,2,3.1,281,4
178,2.1,5,7,14,7,2.1,128,7
95,3.0,3,2,78,6,1.8,219,5
104,1.6,4,9,22,7,2.2,172,8
